exam_center,CENTRE CATEGORY,CENTRE POSITION IN ITS CATEGORY(NATIONWISE),CENTRE POSITION IN ITS CATEGORY(REGIONWISE),EXAMINATION CENTRE GPA,EXAMINATION CENTRE REGION,TOTAL PASSED CANDIDATES,REGIST,ABSENT,SAT,WITHHELD,NO-CA,CLEAN,DIV I,DIV II,DIV III,DIV IV,DIV 0
S2968 LAGANGABILILI,CENTRE WITH 40 CANDIDATES OR MORE,710/3488,19/70,3.6516,SIMIYU,43,48,2,46,0,0,46,1,7,12,23,3
S2969 HABIYA,CENTRE WITH LESS THAN 40 CANDIDATES,366/1371,44/81,3.7646,SIMIYU,14,16,1,15,0,0,15,1,2,2,9,1
S2970 INALO,CENTRE WITH 40 CANDIDATES OR MORE,1972/3488,49/70,4.0975,SIMIYU,40,57,0,57,0,0,57,0,8,5,27,17
S2971 KINANG'WELI,CENTRE WITH LESS THAN 40 CANDIDATES,481/1371,56/81,3.8775,SIMIYU,26,35,3,32,0,0,32,0,3,10,13,6
S2972 BUNAMHALA MBUGANI,CENTRE WITH LESS THAN 40 CANDIDATES,142/1371,8/81,3.3021,SIMIYU,31,34,3,31,0,0,31,3,5,11,12,0
S2973 MWALUSHU,CENTRE WITH LESS THAN 40 CANDIDATES,650/1371,62/81,3.9944,SIMIYU,19,30,1,29,0,0,29,0,4,6,9,10
S2974 IGAGANULWA,CENTRE WITH 40 CANDIDATES OR MORE,947/3488,28/70,3.8042,SIMIYU,34,40,1,39,0,0,39,1,4,10,19,5
S2975 IKINABUSHU,CENTRE WITH LESS THAN 40 CANDIDATES,425/1371,49/81,3.8264,SIMIYU,14,16,0,16,0,0,16,1,0,4,9,2
S2976 IKUNGULYABASHASHI,CENTRE WITH LESS THAN 40 CANDIDATES,475/1371,54/81,3.8733,SIMIYU,26,33,1,32,0,0,32,0,4,9,13,6
S2977 KILABELA,CENTRE WITH LESS THAN 40 CANDIDATES,426/1371,50/81,3.8273,SIMIYU,12,15,2,13,0,0,13,0,1,4,7,1
S2978 BYUNA,CENTRE WITH LESS THAN 40 CANDIDATES,692/1371,66/81,4.0241,SIMIYU,32,37,0,37,0,0,37,0,3,5,24,5
S2979 IKINDILO,CENTRE WITH LESS THAN 40 CANDIDATES,154/1371,10/81,3.3391,SIMIYU,18,23,3,20,0,0,20,2,5,6,5,2
S2980 IKUNGULIPU,CENTRE WITH LESS THAN 40 CANDIDATES,227/1371,20/81,3.5159,SIMIYU,21,23,0,23,0,0,23,0,5,7,9,2
S2981 IDOSELO,CENTRE WITH 40 CANDIDATES OR MORE,1830/3488,46/70,4.0691,SIMIYU,39,55,2,53,0,0,53,1,5,5,28,14
S2982 BUKINGWAMINZI,CENTRE WITH LESS THAN 40 CANDIDATES,208/1371,16/81,3.4712,SIMIYU,20,24,1,23,0,0,23,2,3,8,7,3
S2983 MWAKILANGI,CENTRE WITH LESS THAN 40 CANDIDATES,677/1371,64/81,4.0159,SIMIYU,6,7,0,7,0,0,7,0,0,2,4,1
S2984 SUNZULA,CENTRE WITH LESS THAN 40 CANDIDATES,318/1371,33/81,3.6951,SIMIYU,28,32,0,32,0,0,32,0,6,8,14,4
S2985 MADILANA,CENTRE WITH LESS THAN 40 CANDIDATES,126/1371,5/81,3.2608,SIMIYU,38,38,0,38,0,0,38,0,16,9,13,0
S2986 SHISHANI,CENTRE WITH LESS THAN 40 CANDIDATES,72/1371,1/81,2.9760,SIMIYU,13,15,0,15,0,0,15,2,7,3,1,2
S2987 NDOLELEJI,CENTRE WITH LESS THAN 40 CANDIDATES,221/1371,19/81,3.5042,SIMIYU,15,16,1,15,0,0,15,1,2,4,8,0
S2988 MWAMTANI,CENTRE WITH LESS THAN 40 CANDIDATES,198/1371,15/81,3.4509,SIMIYU,19,22,2,20,0,0,20,1,4,6,8,1
S2989 SAGATA,CENTRE WITH LESS THAN 40 CANDIDATES,212/1371,17/81,3.4794,SIMIYU,21,23,0,23,0,0,23,0,8,6,7,2
S2990 CHENGE,CENTRE WITH LESS THAN 40 CANDIDATES,385/1371,45/81,3.7841,SIMIYU,34,35,0,35,0,0,35,0,6,7,21,1
S2991 GUDUWI,CENTRE WITH LESS THAN 40 CANDIDATES,313/1371,32/81,3.6891,SIMIYU,34,36,0,36,0,0,36,1,5,8,20,2
S2992 GEGEDI,CENTRE WITH 40 CANDIDATES OR MORE,451/3488,7/70,3.2822,SIMIYU,37,42,4,38,0,0,38,3,9,14,11,1
S2993 BANEMHI,CENTRE WITH LESS THAN 40 CANDIDATES,990/1371,80/81,4.2188,SIMIYU,19,33,5,28,0,0,28,0,2,2,15,9
S2994 IBULYU,CENTRE WITH LESS THAN 40 CANDIDATES,195/1371,14/81,3.4362,SIMIYU,14,15,0,15,0,0,15,0,4,5,5,1
S2995 KASOLI,CENTRE WITH 40 CANDIDATES OR MORE,2289/3488,57/70,4.1667,SIMIYU,30,43,2,41,0,0,41,0,3,5,22,11
S2996 NYAWA,CENTRE WITH LESS THAN 40 CANDIDATES,505/1371,58/81,3.8980,SIMIYU,22,27,1,26,0,0,26,0,4,3,15,4
S2997 NKINDWABIYE,CENTRE WITH LESS THAN 40 CANDIDATES,682/1371,65/81,4.0181,SIMIYU,24,34,1,33,0,0,33,0,3,8,13,9
S2998 BULUNDE,CENTRE WITH 40 CANDIDATES OR MORE,2375/3488,78/98,4.1846,TABORA,57,88,2,86,0,0,86,0,8,8,41,29
S2999 MAMBALI,CENTRE WITH 40 CANDIDATES OR MORE,520/3488,14/98,3.3809,TABORA,45,50,4,46,0,0,46,2,10,14,19,1
S3000 KIEMBESAMAKI 'A' ISLAMIC,CENTRE WITH 40 CANDIDATES OR MORE,526/3488,14/57,3.3865,MJINI MAGHARIBI,193,194,0,194,1,0,193,1,36,107,49,0
S3001 BUKENE,CENTRE WITH 40 CANDIDATES OR MORE,1075/3488,39/98,3.8547,TABORA,33,42,1,41,0,0,41,0,7,5,21,8
S3002 BUGWANDEGE,CENTRE WITH LESS THAN 40 CANDIDATES,302/1371,17/75,3.6739,TABORA,5,7,1,6,0,0,6,0,1,2,2,1
S3003 NKINIZIWA,CENTRE WITH LESS THAN 40 CANDIDATES,585/1371,45/75,3.9463,TABORA,17,26,0,26,0,0,26,0,5,4,8,9
S3004 MIGUWA,CENTRE WITH LESS THAN 40 CANDIDATES,704/1371,54/75,4.0334,TABORA,29,32,0,32,0,0,32,0,1,5,23,3
S3005 KARITU,CENTRE WITH LESS THAN 40 CANDIDATES,674/1371,52/75,4.0136,TABORA,10,12,0,12,0,0,12,0,1,2,7,2
S3006 SEMEMBELA,CENTRE WITH LESS THAN 40 CANDIDATES,264/1371,12/75,3.6094,TABORA,12,12,0,12,0,0,12,0,2,4,6,0
S3007 MAGENGATI,CENTRE WITH LESS THAN 40 CANDIDATES,705/1371,55/75,4.0335,TABORA,16,19,0,19,0,0,19,0,0,4,12,3
S3008 IKINDWA,CENTRE WITH LESS THAN 40 CANDIDATES,498/1371,34/75,3.8936,TABORA,19,24,0,24,0,0,24,0,5,1,13,5
S3009 MOGWA,CENTRE WITH LESS THAN 40 CANDIDATES,1136/1371,71/75,4.3171,TABORA,13,18,0,18,0,0,18,0,0,2,11,5
S3010 MWAKASHANHALA,CENTRE WITH LESS THAN 40 CANDIDATES,1297/1371,75/75,4.4920,TABORA,8,19,0,19,0,0,19,0,0,2,6,11
S3011 IJANIJA,CENTRE WITH LESS THAN 40 CANDIDATES,189/1371,4/75,3.4153,TABORA,17,18,1,17,0,0,17,0,3,8,6,0
S3012 ISANZU,CENTRE WITH LESS THAN 40 CANDIDATES,583/1371,44/75,3.9441,TABORA,33,38,2,36,0,0,36,0,2,6,25,3
S3013 BUDUSHI,CENTRE WITH LESS THAN 40 CANDIDATES,927/1371,63/75,4.1828,TABORA,10,14,0,14,0,0,14,0,0,3,7,4
S3014 MIRAMBO ITOBO,CENTRE WITH LESS THAN 40 CANDIDATES,248/1371,11/75,3.5655,TABORA,10,12,1,11,0,0,11,0,2,4,4,1
S3015 MWANGOYE,CENTRE WITH LESS THAN 40 CANDIDATES,379/1371,26/75,3.7795,TABORA,25,36,3,33,0,0,33,1,6,9,9,8
S3016 MPAMANTWA,CENTRE WITH LESS THAN 40 CANDIDATES,559/1371,23/94,3.9281,DODOMA,31,34,2,32,0,0,32,0,3,6,22,1
S3017 GEMBE,CENTRE WITH 40 CANDIDATES OR MORE,964/3488,29/108,3.8141,SHINYANGA,35,43,1,42,0,0,42,0,5,13,17,7
S3018 SALAWE,CENTRE WITH 40 CANDIDATES OR MORE,1537/3488,68/108,4.0027,SHINYANGA,42,51,1,50,0,0,50,0,3,8,31,8
S3019 LYABUSALU,CENTRE WITH 40 CANDIDATES OR MORE,2092/3488,84/108,4.1219,SHINYANGA,36,51,2,49,0,0,49,0,2,11,23,13
S3020 KASELYA,CENTRE WITH 40 CANDIDATES OR MORE,1600/3488,71/108,4.0181,SHINYANGA,32,40,1,39,0,0,39,0,4,4,24,7
S3021 ISELA,CENTRE WITH 40 CANDIDATES OR MORE,1525/3488,63/108,4.0008,SHINYANGA,30,45,4,41,0,0,41,2,3,7,18,11
S3022 ILOLA,CENTRE WITH LESS THAN 40 CANDIDATES,495/1371,15/30,3.8909,SHINYANGA,25,28,0,28,0,0,28,0,3,6,16,3
S3023 ITWANGI,CENTRE WITH 40 CANDIDATES OR MORE,2634/3488,96/108,4.2424,SHINYANGA,55,77,0,77,0,0,77,0,1,14,40,22
S3024 MWANTINI,CENTRE WITH LESS THAN 40 CANDIDATES,544/1371,16/30,3.9205,SHINYANGA,21,24,0,24,0,0,24,0,2,5,14,3
S3025 TINDE,CENTRE WITH 40 CANDIDATES OR MORE,1336/3488,48/108,3.9470,SHINYANGA,31,41,2,39,0,0,39,0,4,7,20,8
S3026 MASENGWA,CENTRE WITH 40 CANDIDATES OR MORE,2217/3488,87/108,4.1481,SHINYANGA,42,57,2,55,0,0,55,0,4,5,33,13
S3027 IHUGI,CENTRE WITH LESS THAN 40 CANDIDATES,784/1371,22/30,4.0878,SHINYANGA,26,34,3,31,0,0,31,0,2,4,20,5
S3028 MISHEPO,CENTRE WITH LESS THAN 40 CANDIDATES,1009/1371,26/30,4.2291,SHINYANGA,27,37,0,37,0,0,37,0,0,6,21,10
S3029 SHINGITA,CENTRE WITH LESS THAN 40 CANDIDATES,1030/1371,27/30,4.2424,SHINYANGA,22,33,0,33,0,0,33,0,0,6,16,11
S3030 USANDA,CENTRE WITH LESS THAN 40 CANDIDATES,253/1371,5/30,3.5857,SHINYANGA,25,26,0,26,0,0,26,1,6,3,15,1
S3031 MWINUKO,CENTRE WITH 40 CANDIDATES OR MORE,745/3488,50/241,3.6790,MWANZA,58,65,2,63,0,0,63,3,7,14,34,5
S3032 KABUHORO,CENTRE WITH 40 CANDIDATES OR MORE,2274/3488,168/241,4.1616,MWANZA,55,76,4,72,0,0,72,0,4,8,43,17
S3033 MNARANI,CENTRE WITH 40 CANDIDATES OR MORE,1959/3488,141/241,4.0947,MWANZA,79,111,5,106,0,0,106,0,9,16,54,27
S3034 MTONI,CENTRE WITH 40 CANDIDATES OR MORE,1944/3488,138/241,4.0923,MWANZA,163,212,2,210,0,0,210,1,10,33,119,47
S3035 IBINZA,CENTRE WITH 40 CANDIDATES OR MORE,1007/3488,71/241,3.8314,MWANZA,80,94,3,91,0,0,91,1,11,20,48,11
S3036 LUCHELELE,CENTRE WITH 40 CANDIDATES OR MORE,1992/3488,144/241,4.1020,MWANZA,72,96,3,93,0,0,93,0,3,19,50,21
S3037 NYAMAGANA,CENTRE WITH 40 CANDIDATES OR MORE,1635/3488,108/241,4.0258,MWANZA,96,121,0,121,0,0,121,0,10,20,66,25
S3038 NYAKURUNDUMA,CENTRE WITH 40 CANDIDATES OR MORE,3113/3488,229/241,4.3724,MWANZA,62,102,2,100,0,0,100,0,2,8,52,38
S3039 SHAMALIWA,CENTRE WITH 40 CANDIDATES OR MORE,1356/3488,92/241,3.9524,MWANZA,183,251,1,250,0,0,250,5,32,40,106,67
S3040 MAPANGO,CENTRE WITH 40 CANDIDATES OR MORE,3028/3488,222/241,4.3439,MWANZA,50,85,1,84,0,0,84,0,3,8,39,34
S3041 NUNDU,CENTRE WITH 40 CANDIDATES OR MORE,2160/3488,158/241,4.1361,MWANZA,130,197,2,195,0,0,195,1,21,18,90,65
S3042 KANGAYE,CENTRE WITH 40 CANDIDATES OR MORE,1169/3488,79/241,3.8925,MWANZA,140,159,0,159,0,0,159,3,21,22,94,19
S3043 NYASAKA,CENTRE WITH 40 CANDIDATES OR MORE,1187/3488,83/241,3.8981,MWANZA,117,149,1,148,0,0,148,4,21,26,66,31
S3044 MLIMANI,CENTRE WITH 40 CANDIDATES OR MORE,2399/3488,182/241,4.1894,MWANZA,109,160,2,158,0,0,158,0,9,22,78,49
S3045 IBUNGILO,CENTRE WITH 40 CANDIDATES OR MORE,879/3488,59/241,3.7683,MWANZA,154,173,1,172,0,0,172,3,28,27,96,18
S3046 MIRONGO,CENTRE WITH 40 CANDIDATES OR MORE,1192/3488,84/241,3.8992,MWANZA,122,144,2,142,0,0,142,2,11,27,82,20
S3047 NYAKABUNGO,CENTRE WITH 40 CANDIDATES OR MORE,1702/3488,114/241,4.0383,MWANZA,105,137,4,133,0,0,133,3,7,18,77,28
S3048 KILOLELI,CENTRE WITH 40 CANDIDATES OR MORE,1606/3488,106/241,4.0206,MWANZA,153,199,7,192,0,0,192,1,11,35,106,39
S3049 IGELEGELE,CENTRE WITH 40 CANDIDATES OR MORE,2959/3488,218/241,4.3214,MWANZA,47,78,0,78,0,0,78,1,1,10,35,31
S3050 MPUNGUZI,CENTRE WITH 40 CANDIDATES OR MORE,2825/3488,86/117,4.2875,DODOMA,104,155,5,150,0,0,150,1,3,10,90,46
S3051 RUGU,CENTRE WITH 40 CANDIDATES OR MORE,1506/3488,90/200,3.9968,KAGERA,75,82,1,81,0,0,81,0,6,8,61,6
S3052 NYAKASIMBI,CENTRE WITH 40 CANDIDATES OR MORE,479/3488,33/200,3.3256,KAGERA,48,49,1,48,0,0,48,3,9,17,19,0
S3053 RUICHO,CENTRE WITH 40 CANDIDATES OR MORE,2100/3488,123/200,4.1243,KAGERA,56,77,3,74,0,0,74,1,3,7,45,18
S3054 NONO,CENTRE WITH 40 CANDIDATES OR MORE,2193/3488,136/200,4.1428,KAGERA,79,112,1,111,0,0,111,3,6,14,56,32
S3055 KAWELA,CENTRE WITH 40 CANDIDATES OR MORE,1990/3488,117/200,4.1006,KAGERA,42,55,2,53,0,0,53,1,3,7,31,11
S3056 KIRURUMA,CENTRE WITH 40 CANDIDATES OR MORE,1434/3488,83/200,3.9762,KAGERA,63,77,0,77,0,0,77,3,5,7,48,14
S3057 MUKIRE,CENTRE WITH 40 CANDIDATES OR MORE,1100/3488,68/200,3.8641,KAGERA,87,103,0,103,2,0,101,1,7,26,53,14
S3058 KIMULI,CENTRE WITH 40 CANDIDATES OR MORE,1096/3488,67/200,3.8633,KAGERA,44,52,2,50,0,0,50,1,5,10,28,6
S3059 IGURWA,CENTRE WITH 40 CANDIDATES OR MORE,1410/3488,82/200,3.9697,KAGERA,33,45,2,43,0,0,43,1,3,9,20,10
S3060 KAMULI,CENTRE WITH LESS THAN 40 CANDIDATES,635/1371,22/41,3.9797,KAGERA,24,30,0,30,0,0,30,0,1,9,14,6
S3061 NAKAKE,CENTRE WITH LESS THAN 40 CANDIDATES,443/1371,16/41,3.8439,KAGERA,27,32,0,32,0,0,32,0,4,9,14,5
S3062 BUSINDE,CENTRE WITH 40 CANDIDATES OR MORE,766/3488,54/200,3.7020,KAGERA,44,48,0,48,0,0,48,0,7,12,25,4
S3063 ISINGIRO,CENTRE WITH 40 CANDIDATES OR MORE,1003/3488,61/200,3.8304,KAGERA,101,119,3,116,0,0,116,1,11,26,63,15
S3064 NYABISHENGE,CENTRE WITH 40 CANDIDATES OR MORE,1730/3488,100/200,4.0439,KAGERA,116,153,3,150,0,0,150,5,8,20,83,34
S3065 MURONGO,CENTRE WITH LESS THAN 40 CANDIDATES,564/1371,19/41,3.9301,KAGERA,19,24,0,24,0,0,24,1,3,3,12,5
S3066 BUGOMORA,CENTRE WITH 40 CANDIDATES OR MORE,1869/3488,112/200,4.0767,KAGERA,31,44,2,42,0,0,42,0,3,8,20,11
S3068 RASESA,CENTRE WITH 40 CANDIDATES OR MORE,1746/3488,140/270,4.0484,KILIMANJARO,70,94,1,93,0,0,93,0,6,21,43,23
S3069 MKOMBOLE,CENTRE WITH LESS THAN 40 CANDIDATES,761/1371,28/46,4.0682,KILIMANJARO,19,22,0,22,0,0,22,0,2,3,14,3
S3070 MRUWIA,CENTRE WITH 40 CANDIDATES OR MORE,1882/3488,153/270,4.0804,KILIMANJARO,40,56,0,56,0,0,56,0,9,5,26,16
S3071 IWA,CENTRE WITH 40 CANDIDATES OR MORE,2319/3488,188/270,4.1723,KILIMANJARO,53,71,1,70,0,0,70,0,5,6,42,17
S3072 MASOKA,CENTRE WITH 40 CANDIDATES OR MORE,1721/3488,137/270,4.0422,KILIMANJARO,43,58,1,57,0,0,57,0,9,3,31,14
S3073 MANGI SABAS,CENTRE WITH 40 CANDIDATES OR MORE,2842/3488,221/270,4.2915,KILIMANJARO,50,76,0,76,0,0,76,1,2,9,38,26
S3074 TPC,CENTRE WITH 40 CANDIDATES OR MORE,3091/3488,246/270,4.3640,KILIMANJARO,66,120,3,117,0,0,117,0,7,10,49,51
S3075 CYRILI CHAMI,CENTRE WITH 40 CANDIDATES OR MORE,1775/3488,145/270,4.0547,KILIMANJARO,48,57,0,57,0,0,57,0,3,9,36,9
S3076 MSIRIWA,CENTRE WITH 40 CANDIDATES OR MORE,3127/3488,252/270,4.3764,KILIMANJARO,46,88,4,84,0,0,84,0,3,10,33,38
S3077 KOKIRIE,CENTRE WITH LESS THAN 40 CANDIDATES,1027/1371,33/46,4.2407,KILIMANJARO,30,39,0,39,0,0,39,1,1,4,24,9
S3078 ORIA,CENTRE WITH 40 CANDIDATES OR MORE,2923/3488,231/270,4.3109,KILIMANJARO,29,47,1,46,0,0,46,0,2,6,21,17
S3079 MPIRANI,CENTRE WITH 40 CANDIDATES OR MORE,2046/3488,170/270,4.1137,KILIMANJARO,85,124,0,124,0,0,124,0,13,16,56,39
S3081 MARLEX,CENTRE WITH LESS THAN 40 CANDIDATES,1174/1371,39/46,4.3592,KILIMANJARO,20,35,0,35,0,0,35,0,2,2,16,15
S3082 TEMA,CENTRE WITH 40 CANDIDATES OR MORE,2563/3488,204/270,4.2272,KILIMANJARO,43,61,1,60,0,0,60,0,2,11,30,17
S3083 MRERENI,CENTRE WITH 40 CANDIDATES OR MORE,2238/3488,181/270,4.1524,KILIMANJARO,52,64,1,63,0,0,63,0,3,7,42,11
S3084 RUKIMA,CENTRE WITH 40 CANDIDATES OR MORE,1043/3488,86/270,3.8458,KILIMANJARO,41,45,0,45,0,0,45,1,4,9,27,4
S3085 KISAM,CENTRE WITH 40 CANDIDATES OR MORE,1304/3488,102/270,3.9362,KILIMANJARO,52,60,2,58,0,0,58,0,5,14,33,6
S3086 MIERESINI,CENTRE WITH 40 CANDIDATES OR MORE,1403/3488,111/270,3.9682,KILIMANJARO,96,121,4,117,0,0,117,0,18,14,64,21
S3087 BIRO,CENTRE WITH LESS THAN 40 CANDIDATES,487/1371,26/76,3.8828,MOROGORO,17,17,0,17,0,0,17,0,2,1,14,0
S3088 NGOHERANGA,CENTRE WITH 40 CANDIDATES OR MORE,3251/3488,146/159,4.4270,MOROGORO,24,45,2,43,0,0,43,0,0,5,19,19
S3089 GOBA MPAKANI,CENTRE WITH 40 CANDIDATES OR MORE,1905/3488,124/239,4.0857,DAR ES SALAAM,56,61,0,61,0,0,61,0,3,10,43,5
S3090 MANZESE,CENTRE WITH 40 CANDIDATES OR MORE,2888/3488,194/239,4.3038,DAR ES SALAAM,172,276,1,275,0,0,275,0,11,30,131,103
S3091 KIBAMBA,CENTRE WITH 40 CANDIDATES OR MORE,2011/3488,127/239,4.1057,DAR ES SALAAM,205,282,1,281,0,0,281,5,19,28,153,76
S3092 KINENG'ENE,CENTRE WITH LESS THAN 40 CANDIDATES,358/1371,5/76,3.7521,LINDI,25,26,0,26,0,0,26,2,2,4,17,1
S3093 KANANURA,CENTRE WITH 40 CANDIDATES OR MORE,459/3488,55/239,3.3029,DAR ES SALAAM,72,74,1,73,0,0,73,3,18,27,24,1
S3094 CHAMAGUHA,CENTRE WITH 40 CANDIDATES OR MORE,1202/3488,41/108,3.9043,SHINYANGA,57,65,1,64,0,0,64,0,7,14,36,7
S3095 MUHUKURU,CENTRE WITH LESS THAN 40 CANDIDATES,1163/1371,62/74,4.3462,RUVUMA,10,13,0,13,0,0,13,0,0,0,10,3
S3096 MUNDINDI,CENTRE WITH 40 CANDIDATES OR MORE,2212/3488,64/89,4.1470,NJOMBE,48,62,1,61,0,0,61,0,3,7,38,13
S3097 DYNAMIC HIGH SCHOOL,CENTRE WITH LESS THAN 40 CANDIDATES,776/1371,42/62,4.0805,DAR ES SALAAM,6,13,4,9,3,0,6,0,0,1,5,0
S3098 MWAKILYAMBITI,CENTRE WITH 40 CANDIDATES OR MORE,1984/3488,143/241,4.0997,MWANZA,39,52,2,50,0,0,50,0,3,8,28,11
S3099 DOMA,CENTRE WITH LESS THAN 40 CANDIDATES,856/1371,45/76,4.1442,MOROGORO,32,37,0,37,0,0,37,0,1,4,27,5
S3100 MARSHI,CENTRE WITH LESS THAN 40 CANDIDATES,1034/1371,32/36,4.2435,MARA,26,35,0,35,0,0,35,0,1,4,21,9
S3101 KENI,CENTRE WITH 40 CANDIDATES OR MORE,1657/3488,135/270,4.0296,KILIMANJARO,89,111,0,111,0,0,111,0,9,23,57,22
S3102 ITEZI,CENTRE WITH 40 CANDIDATES OR MORE,1660/3488,107/174,4.0303,MBEYA,98,122,1,121,0,0,121,2,7,13,76,23
S3103 DR. MEZGER,CENTRE WITH 40 CANDIDATES OR MORE,498/3488,24/159,3.3555,MOROGORO,70,73,0,73,0,0,73,3,18,24,25,3
S3104 ENGARENAROK TETRAT LUTHERAN,CENTRE WITH 40 CANDIDATES OR MORE,1371/3488,91/173,3.9573,ARUSHA,45,57,2,55,0,0,55,0,4,13,28,10
S3105 HOGORO,CENTRE WITH 40 CANDIDATES OR MORE,2076/3488,58/117,4.1192,DODOMA,59,79,2,77,0,0,77,1,4,13,41,18
S3106 MAGULILWA,CENTRE WITH 40 CANDIDATES OR MORE,216/3488,8/130,2.7277,IRINGA,51,51,0,51,0,0,51,7,24,20,0,0
S3107 KISING'A,CENTRE WITH LESS THAN 40 CANDIDATES,254/1371,14/32,3.5857,IRINGA,7,8,1,7,0,0,7,0,2,1,4,0
S3108 SAWALA,CENTRE WITH 40 CANDIDATES OR MORE,648/3488,24/130,3.5827,IRINGA,83,86,2,84,0,0,84,2,17,24,40,1
S3109 KALEMA,CENTRE WITH 40 CANDIDATES OR MORE,2500/3488,157/200,4.2116,KAGERA,58,77,1,76,0,0,76,0,3,9,46,18
S3110 CHINGUNGWE,CENTRE WITH LESS THAN 40 CANDIDATES,1157/1371,34/47,4.3333,MTWARA,11,16,1,15,0,0,15,0,0,0,11,4
S3111 ANGAZA,CENTRE WITH 40 CANDIDATES OR MORE,1474/3488,11/45,3.9876,LINDI,64,75,0,75,0,0,75,0,9,8,47,11
S3112 NYANTAKARA,CENTRE WITH 40 CANDIDATES OR MORE,1793/3488,105/200,4.0605,KAGERA,41,60,4,56,0,0,56,1,4,12,24,15
S3113 ANNA ABDALAH,CENTRE WITH 40 CANDIDATES OR MORE,2314/3488,42/99,4.1716,MTWARA,68,99,3,96,0,0,96,0,5,15,48,28
S3114 MARATANI,CENTRE WITH LESS THAN 40 CANDIDATES,1172/1371,36/47,4.3555,MTWARA,21,35,1,34,0,0,34,0,0,4,17,13
S3115 MARIKA,CENTRE WITH LESS THAN 40 CANDIDATES,726/1371,11/47,4.0486,MTWARA,29,36,0,36,0,0,36,0,1,8,20,7
S3116 MBUYUNI,CENTRE WITH LESS THAN 40 CANDIDATES,932/1371,23/47,4.1842,MTWARA,33,35,0,35,0,0,35,0,0,3,30,2
S3118 CHIPUPUTA,CENTRE WITH LESS THAN 40 CANDIDATES,631/1371,8/47,3.9783,MTWARA,26,30,0,30,0,0,30,1,2,4,19,4
S3119 NANGOMBA,CENTRE WITH 40 CANDIDATES OR MORE,2616/3488,57/99,4.2390,MTWARA,35,41,1,40,0,0,40,0,1,4,30,5
S3120 NANDETE,CENTRE WITH LESS THAN 40 CANDIDATES,909/1371,21/47,4.1751,MTWARA,21,27,0,27,0,0,27,0,0,5,16,6
S3121 MKALAPA,CENTRE WITH 40 CANDIDATES OR MORE,2351/3488,46/99,4.1792,MTWARA,49,60,2,58,0,0,58,0,4,3,42,9
S3122 NAPACHO,CENTRE WITH LESS THAN 40 CANDIDATES,1090/1371,32/47,4.2871,MTWARA,18,27,0,27,0,0,27,0,0,5,13,9
S3123 SENGENYA,CENTRE WITH 40 CANDIDATES OR MORE,2154/3488,37/99,4.1342,MTWARA,36,41,3,38,0,0,38,0,0,7,29,2
S3124 NAMATUTWE,CENTRE WITH 40 CANDIDATES OR MORE,3152/3488,82/99,4.3835,MTWARA,29,44,1,43,0,0,43,0,0,3,26,14
S3125 LUHAGARA,CENTRE WITH LESS THAN 40 CANDIDATES,526/1371,19/74,3.9126,RUVUMA,32,32,0,32,0,0,32,0,1,5,26,0
S3126 LULI,CENTRE WITH LESS THAN 40 CANDIDATES,791/1371,34/74,4.0935,RUVUMA,26,31,1,30,0,0,30,1,2,1,22,4
S3127 LITUMBANDYOSI,CENTRE WITH LESS THAN 40 CANDIDATES,931/1371,46/74,4.1841,RUVUMA,21,28,2,26,0,0,26,0,1,2,18,5
S3128 LINDA,CENTRE WITH LESS THAN 40 CANDIDATES,1098/1371,57/74,4.2935,RUVUMA,17,31,3,28,0,0,28,0,1,3,13,11
S3129 KIHANGI MAHUKA,CENTRE WITH LESS THAN 40 CANDIDATES,1089/1371,55/74,4.2854,RUVUMA,25,38,5,33,0,0,33,0,1,3,21,8
S3130 KITURA,CENTRE WITH 40 CANDIDATES OR MORE,2712/3488,84/115,4.2627,RUVUMA,40,53,2,51,0,0,51,0,0,4,36,11
S3131 LIMBO,CENTRE WITH 40 CANDIDATES OR MORE,1913/3488,59/115,4.0864,RUVUMA,73,82,1,81,0,0,81,1,1,14,57,8
S3132 HAYOMBO,CENTRE WITH 40 CANDIDATES OR MORE,1149/3488,77/174,3.8839,MBEYA,55,60,0,60,0,0,60,1,4,13,37,5
S3133 WIGAMBA,CENTRE WITH 40 CANDIDATES OR MORE,1817/3488,120/174,4.0667,MBEYA,102,125,1,124,0,0,124,0,9,20,73,22
S3134 LEGICO,CENTRE WITH 40 CANDIDATES OR MORE,1014/3488,66/174,3.8358,MBEYA,39,40,1,39,0,0,39,0,3,10,26,0
S3135 KAFUNDO,CENTRE WITH 40 CANDIDATES OR MORE,2147/3488,140/174,4.1333,MBEYA,89,121,1,120,0,0,120,3,2,26,58,31
S3136 SINDE,CENTRE WITH 40 CANDIDATES OR MORE,1512/3488,100/174,3.9982,MBEYA,181,222,3,219,0,0,219,1,19,29,132,38
S3137 LUPETA,CENTRE WITH 40 CANDIDATES OR MORE,1462/3488,97/174,3.9853,MBEYA,120,148,4,144,0,0,144,4,11,16,89,24
S3138 MWAKIBETE,CENTRE WITH 40 CANDIDATES OR MORE,799/3488,47/174,3.7255,MBEYA,197,226,3,223,0,0,223,6,30,61,100,26
S3139 IYELA,CENTRE WITH 40 CANDIDATES OR MORE,2080/3488,136/174,4.1197,MBEYA,190,276,10,266,0,0,266,0,21,44,125,76
